,seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,chi,sharp,Jvar,Kvar,Lvar,Kamp,Var_Status
2662, 6059,20.839,0.3006,19.113,0.1123,19.157,0.0689,0.876, 0.945, 1.003, 0.937, 1.177,99.999,0
2663,10483,20.061,0.1040,19.473,0.3432,18.825,0.0388,0.985, 2.077, 0.402, 0.894, 0.450,99.999,0
2664,13949,20.099,0.2639,18.911,0.0984,18.832,0.0268,0.820, 1.045, 0.938, 0.977, 1.149,99.999,0
2665,10381,19.433,0.0832,18.713,0.0487,18.368,0.0322,1.101, 2.348, 0.627, 0.951, 0.746,99.999,0
2666, 5287,20.066,0.1190,18.891,0.0456,18.676,0.0356,0.850,-0.895, 0.874, 0.958, 1.050,99.999,0
2667,  545,18.447,0.1127,17.387,0.1009,16.833,0.0514,1.732, 1.077, 2.739, 0.880, 3.022,99.999,0
2668, 7190,19.896,0.1080,18.913,0.0314,18.635,0.0450,0.830, 0.234, 0.809, 0.980, 0.993,99.999,0
2669, 1653,20.351,0.2129,19.176,0.0835,18.958,0.0368,0.983, 0.291, 0.471, 0.919, 0.543,99.999,0
2670, 7020,19.407,0.1546,18.639,0.0356,18.465,0.0515,0.962, 0.379, 1.518, 0.973, 1.851,99.999,0
2671,19297,18.412,0.0849,17.695,0.1322,17.309,0.0432,1.419, 1.574, 1.492, 0.912, 1.706,99.999,0
2672,13534,19.405,0.0270,18.579,0.0300,18.514,0.0297,0.794, 0.908, 0.510, 0.982, 0.627,99.999,0
2673, 4222,19.391,0.2081,18.868,0.0552,18.787,0.0861,1.024,-0.994, 1.138, 0.936, 1.336,99.999,0
2674,18567,99.999,9.9999,99.999,9.9999,18.358,0.0562,0.830, 2.759, 0.000, 0.000, 0.000,99.999,0
2675,14311,20.108,0.2337,19.028,0.0578,18.984,0.0398,0.967, 2.489, 0.114, 0.971, 0.139,99.999,0
2676, 1120,20.794,0.4359,19.314,0.0541,19.211,0.0795,0.801, 0.765, 1.877, 0.893, 2.101,99.999,0
2677,10427,19.292,0.0961,18.437,0.1720,18.042,0.0380,1.285, 2.324, 0.831, 0.928, 0.966,99.999,0
2678,19431,19.827,0.1820,18.569,0.1552,18.314,0.0276,0.824,-1.109, 1.160, 0.978, 1.421,99.999,0
2679,12639,19.979,0.0945,19.194,0.1457,19.024,0.0333,0.722,-0.271, 0.553, 0.985, 0.683,99.999,0
2680,15615,21.151,0.6134,20.938,0.2153,19.694,0.1054,0.935,-1.323, 0.902, 0.924, 1.045,99.999,0
2681, 8274,18.621,0.0858,17.925,0.0507,17.698,0.0178,1.068, 0.300, 0.329, 0.969, 0.400,99.999,0
2682,12921,18.880,0.0299,17.992,0.0270,17.848,0.0449,1.097, 1.225, 1.746, 0.977, 2.136,99.999,0
2683, 4834,19.604,0.1917,18.885,0.0361,18.756,0.0316,0.876, 0.783, 0.391, 0.977, 0.479,99.999,0
2684, 5542,20.265,0.1866,99.999,9.9999,19.611,0.0647,0.845,-3.972,-0.008, 0.990,-0.010,99.999,0
2685,16522,18.498,0.0807,17.685,0.0119,17.516,0.0167,0.945,-0.732, 1.029, 0.973, 1.255,99.999,0
2686, 5037,19.311,0.0824,18.348,0.0315,18.246,0.0333,0.878, 0.063, 0.957, 0.940, 1.127,99.999,0
2687,17249,21.640,0.3735,21.559,0.5792,19.714,0.1635,0.654,-0.389, 1.355, 0.818, 1.389,99.999,0
2688, 4133,19.231,0.0516,18.327,0.0165,18.145,0.0180,0.765, 0.017, 0.040, 0.976, 0.049,99.999,0
2689,  936,18.971,0.1015,17.956,0.0432,17.661,0.0396,0.961, 1.504, 1.992, 0.976, 2.437,99.999,0
2690, 8796,18.437,0.1174,17.815,0.1997,17.136,0.0331,1.421,-0.248, 3.471, 0.906, 3.942,99.999,0
2691,15421,19.839,0.1428,19.840,0.1305,19.432,0.0984,1.132, 0.373, 0.620, 0.941, 0.731,99.999,0
2692,11151,19.613,0.0501,18.704,0.0466,18.381,0.0320,0.956, 0.923, 0.448, 0.964, 0.541,99.999,0
2693,14142,20.447,0.2385,19.557,0.2205,19.334,0.0611,0.774,-0.690, 1.064, 0.980, 1.307,99.999,0
2694,19290,18.357,0.0279,18.150,0.2936,18.004,0.0680,1.748, 1.598, 1.144, 0.921, 1.320,99.999,0
2695,18621,99.999,9.9999,99.999,9.9999,18.400,0.1184,1.690, 2.994, 0.000, 0.000, 0.000,99.999,0
2696,13372,19.413,0.2931,18.715,0.0242,18.461,0.0348,0.812, 1.483, 1.304, 0.976, 1.596,99.999,0
2697,17867,19.899,0.5681,19.392,0.0920,18.772,0.0459,0.814, 0.313, 1.045, 0.887, 1.162,99.999,0
2698, 8891,19.748,0.0609,19.370,0.0433,19.170,0.0413,0.862,-2.533, 0.397, 0.960, 0.478,99.999,0
2699,17498,19.612,0.1715,19.086,0.0636,18.442,0.0325,1.073,-0.000, 0.484, 0.956, 0.580,99.999,0
2700,17884,20.389,0.2758,20.181,0.6363,19.375,0.0949,0.968,-1.612, 1.189, 0.796, 1.186,99.999,0
2701, 4605,18.152,0.0169,16.988,0.0208,16.830,0.0270,1.386, 0.012, 1.417, 0.964, 1.712,99.999,0
2702,18235,19.519,0.0614,19.163,0.0743,18.816,0.0404,1.206, 1.110, 0.168, 0.966, 0.203,99.999,0
2703,17424,19.043,0.1880,18.024,0.0142,17.673,0.0300,1.009,-0.262, 1.669, 0.962, 2.013,99.999,0
2704, 8620,18.991,0.2160,17.634,0.1262,16.940,0.0419,1.863, 0.961, 2.218, 0.919, 2.556,99.999,0
2705,13949,20.099,0.2639,18.911,0.0984,18.832,0.0268,0.820, 1.045, 0.938, 0.977, 1.149,99.999,0
2706,15972,19.435,0.0325,18.536,0.0792,18.464,0.0186,0.819, 0.686, 0.297, 0.963, 0.359,99.999,0
2707,  908,21.134,0.4139,19.979,0.1192,19.584,0.1328,0.868, 0.194, 1.394, 0.848, 1.482,99.999,0
2708, 4918,18.140,0.1026,17.215,0.0718,17.008,0.0100,1.076, 1.102, 1.390, 0.977, 1.703,99.999,0
2709, 6616,20.149,0.1896,19.131,0.0289,18.853,0.0304,0.954,-1.361, 0.589, 0.961, 0.709,99.999,0
2710, 3788,18.470,0.0234,17.324,0.0158,17.087,0.0181,1.136, 0.240, 0.923, 0.949, 1.097,99.999,0
2711,  150,19.652,0.1030,19.085,0.2837,18.833,0.1860,1.251, 2.924, 1.795, 0.901, 2.028,99.999,0
2712, 1872,19.303,0.1092,18.234,0.0365,18.052,0.0320,1.112, 1.671, 0.816, 0.958, 0.980,99.999,0
2713, 1694,19.870,0.0532,19.501,0.1312,19.291,0.0523,0.858,-1.317, 0.251, 0.950, 0.299,99.999,0
2714, 8215,20.083,0.1752,20.178,0.2344,19.536,0.0732,0.918,-1.220,-0.087, 0.888,-0.097,99.999,0
2715,14773,19.683,0.0452,18.658,0.0323,18.192,0.0181,0.809,-0.198, 0.288, 0.989, 0.356,99.999,0
2716,18213,19.158,0.1444,18.411,0.0526,18.157,0.0445,1.453, 2.164, 0.520, 0.936, 0.611,99.999,0
2717, 9259,20.253,0.1435,19.529,0.1957,19.105,0.0961,0.906, 1.049, 1.634, 0.908, 1.860,99.999,0
2718, 6053,19.178,0.1194,18.196,0.0296,18.074,0.0319,0.921, 0.162, 1.050, 0.964, 1.269,99.999,0
2719, 3572,20.059,0.0759,19.026,0.0476,19.256,0.1012,0.831,-1.123, 1.520, 0.902, 1.719,99.999,0
2720, 4757,19.748,0.0506,18.632,0.0408,18.659,0.0496,1.029, 0.820, 0.662, 0.962, 0.798,99.999,0
2721,16262,20.103,0.0939,19.240,0.0549,18.939,0.0638,0.801,-1.085, 0.579, 0.921, 0.668,99.999,0
2722,14115,19.960,0.0681,19.175,0.0593,19.030,0.0321,0.928, 0.846, 0.156, 0.980, 0.191,99.999,0
2723,10723,18.049,0.0235,17.144,0.0450,16.820,0.0120,1.357, 0.952, 0.325, 0.912, 0.372,99.999,0
2724, 2254,19.429,0.1022,18.588,0.0216,18.338,0.0229,0.824, 1.122, 0.550, 0.952, 0.657,99.999,0
2725,13741,20.657,0.1437,19.405,0.1305,19.175,0.0703,0.712,-0.810, 1.192, 0.963, 1.438,99.999,0
2726, 6879,19.388,0.0467,18.565,0.0319,18.295,0.0418,1.271, 1.141, 0.775, 0.961, 0.933,99.999,0
2727,10937,18.748,0.0391,17.903,0.0158,17.675,0.0320,0.956, 0.210, 0.987, 0.957, 1.183,99.999,0
2728,13659,20.097,0.1323,19.145,0.0640,18.925,0.0491,0.897,-2.338, 0.686, 0.971, 0.834,99.999,0
2729,18507,99.999,9.9999,99.999,9.9999,17.300,0.1043,1.430, 1.634, 0.000, 0.000, 0.000,99.999,0
2730, 7730,19.693,0.0359,18.628,0.1316,18.479,0.0211,1.035, 0.686, 0.098, 0.968, 0.119,99.999,0
2731, 5541,20.524,0.3620,19.080,0.0431,19.041,0.0325,0.715, 0.929, 0.558, 0.967, 0.676,99.999,0
2732,17532,19.910,0.0553,18.847,0.0365,18.817,0.0167,0.804, 0.661,-0.386, 0.968,-0.468,99.999,0
2733, 3873,19.900,0.2753,18.966,0.0369,18.829,0.0422,0.708, 0.986, 0.758, 0.949, 0.901,99.999,0
2734,  303,18.404,0.0681,17.300,0.0281,17.080,0.0415,1.667, 1.705, 2.049, 0.927, 2.380,99.999,0
2735,13690,19.337,0.1103,18.379,0.0395,18.311,0.0337,1.024, 1.814, 1.018, 0.963, 1.229,99.999,0
2736,17786,19.821,0.2292,19.339,0.0682,18.848,0.0529,0.980,-0.894, 1.191, 0.919, 1.372,99.999,0
2737, 5212,19.775,0.0875,18.667,0.0648,18.518,0.0385,1.116, 3.741, 0.470, 0.966, 0.569,99.999,0
2738,18196,20.000,0.1593,19.873,0.1267,19.168,0.0915,0.978,-1.488, 0.699, 0.899, 0.787,99.999,0
2739,13897,19.835,0.0793,19.286,0.1875,18.798,0.0505,0.900,-2.864, 0.910, 0.969, 1.105,99.999,0
2740,15191,19.811,0.2652,18.702,0.1183,18.643,0.0655,0.824, 0.221, 2.199, 0.978, 2.696,99.999,0
2741, 2745,21.457,0.4776,99.999,9.9999,20.065,0.1348,0.713,-3.697, 0.377, 0.969, 0.458,99.999,0
2742, 3107,19.619,0.1578,18.706,0.0579,18.526,0.0542,1.135, 2.393, 1.210, 0.948, 1.437,99.999,0
2743, 5442,19.408,0.2363,18.735,0.0210,18.551,0.0330,0.780, 0.182, 0.930, 0.988, 1.151,99.999,0
2744, 2417,19.478,0.1609,18.577,0.0213,18.275,0.0289,0.790, 0.452, 0.718, 0.982, 0.884,99.999,0
2745, 8942,18.293,0.0629,17.297,0.1974,16.447,0.0179,1.347, 0.077, 0.912, 0.914, 1.045,99.999,0
2746, 3416,20.283,0.0693,19.060,0.0761,18.782,0.0263,0.889, 0.241,-0.048, 0.939,-0.057,99.999,0
2747, 8950,18.619,0.0792,17.891,0.0906,17.534,0.0230,0.847,-0.137,-0.240, 0.961,-0.289,99.999,0
2748, 2158,20.011,0.0572,18.493,0.0380,18.036,0.0235,1.228, 3.119, 0.067, 0.982, 0.082,99.999,0
2749,  282,18.683,0.0311,17.459,0.0232,16.942,0.0331,1.641, 1.110, 0.783, 0.928, 0.911,99.999,0
2750,10988,19.139,0.0351,18.326,0.0406,18.010,0.0410,1.109, 1.495, 0.759, 0.975, 0.928,99.999,0
2751, 8447,18.176,0.0442,17.268,0.0394,16.948,0.0126,1.448, 1.334, 0.300, 0.948, 0.357,99.999,0
2752,11693,19.370,0.0293,18.770,0.0361,18.521,0.0472,0.846,-0.047, 1.207, 0.957, 1.448,99.999,0
2753,18122,19.820,0.1123,19.594,0.0948,18.891,0.0656,0.959,-1.904, 0.500, 0.867, 0.544,99.999,0
2754,14116,20.053,0.0581,19.445,0.0618,19.091,0.0500,0.729,-1.602, 0.855, 0.890, 0.954,99.999,0
2755,17660,99.999,9.9999,99.999,9.9999,19.001,0.0932,1.230,-0.749, 0.000, 0.000, 0.000,99.999,0
2756, 2692,20.225,0.3804,19.995,0.0830,19.798,0.1316,0.882,-3.609, 1.342, 0.905, 1.522,99.999,0
2757,18426,19.763,0.1320,99.999,9.9999,18.471,0.0753,0.965, 0.412, 1.088, 0.946, 1.290,99.999,0
2758, 7230,19.178,0.0588,18.078,0.0348,17.792,0.0155,1.010, 0.353, 0.232, 0.981, 0.285,99.999,0
2759,  845,20.295,0.3041,18.908,0.0305,18.802,0.0451,0.741, 0.022, 1.320, 0.895, 1.481,99.999,0
2760,11436,18.691,0.0471,18.059,0.0564,17.761,0.0242,1.373, 2.108, 1.042, 0.929, 1.213,99.999,0
2761,12002,19.693,0.0564,18.684,0.1274,18.523,0.0362,0.775,-0.775, 0.940, 0.959, 1.130,99.999,0
2762, 4342,20.161,0.0711,19.111,0.0484,19.145,0.0412,0.903,-0.008, 0.155, 0.933, 0.182,99.999,0
2763, 5726,21.169,0.3570,19.911,0.1450,19.707,0.0770,0.872, 0.476, 0.883, 0.915, 1.012,99.999,0
2764,13565,19.347,0.1848,18.410,0.0317,18.233,0.0254,1.040, 1.900, 0.855, 0.970, 1.040,99.999,0
2765, 4859,19.459,0.2847,18.722,0.0279,18.537,0.0410,0.872, 2.541, 0.970, 0.977, 1.189,99.999,0
2766, 2784,19.773,0.2141,18.895,0.0436,19.098,0.0735,1.032, 0.262, 1.211, 0.905, 1.374,99.999,0
2767, 7853,18.881,0.0550,18.295,0.2349,17.809,0.0264,0.931,-0.081, 1.741, 0.927, 2.023,99.999,0
2768,15348,20.277,0.1299,19.453,0.0825,19.290,0.1539,1.231, 2.204, 1.132, 0.936, 1.328,99.999,0
2769, 5401,19.628,0.1783,18.632,0.0302,18.420,0.0394,0.730, 0.681, 1.456, 0.972, 1.774,99.999,0
2770, 2068,20.206,0.1332,19.078,0.0430,19.008,0.0554,0.772,-0.473, 0.641, 0.916, 0.736,99.999,0
2771, 9603,19.951,0.0962,19.195,0.1694,18.913,0.0514,0.764, 0.175, 1.109, 0.912, 1.267,99.999,0
2772, 4566,19.854,0.1602,18.870,0.1038,18.904,0.0434,0.833, 2.135, 0.806, 0.964, 0.974,99.999,0
2773, 1570,20.091,0.1166,19.311,0.0568,19.007,0.0392,0.808, 0.779, 0.449, 0.925, 0.520,99.999,0
2774, 6178,19.064,0.2358,18.178,0.0563,18.033,0.0338,0.858, 1.385, 1.632, 0.979, 2.002,99.999,0
2775,15032,19.558,0.1157,18.479,0.0841,18.266,0.0320,1.034, 1.965, 0.681, 0.990, 0.845,99.999,0
2776, 3340,19.554,0.1518,18.681,0.0802,18.568,0.0299,0.880,-0.173, 0.635, 0.973, 0.774,99.999,0
2777,10780,19.944,0.1888,19.002,0.0494,18.902,0.0524,0.833,-0.785, 0.789, 0.921, 0.911,99.999,0
2778,11364,18.758,0.1367,17.774,0.0295,17.559,0.0203,1.275, 1.646, 1.190, 0.969, 1.446,99.999,0
2779,13968,19.780,0.2005,19.224,0.0520,19.075,0.0614,0.847, 1.309, 1.138, 0.985, 1.405,99.999,0
2780,13007,19.903,0.1164,19.072,0.3776,18.387,0.0295,0.877,-0.465, 1.485, 0.916, 1.706,99.999,0
2781,16557,21.404,0.3609,19.743,0.1064,19.393,0.0401,0.903, 0.801, 0.111, 0.941, 0.130,99.999,0
2782, 3250,19.524,0.0355,18.623,0.0323,18.375,0.0294,0.895, 1.117, 0.402, 0.964, 0.486,99.999,0
2783, 8518,18.396,0.0630,17.569,0.0572,17.263,0.0245,1.310, 0.949, 1.196, 0.931, 1.395,99.999,0
2784,11491,17.476,0.0120,16.642,0.0350,16.454,0.0182,1.116,-0.131, 1.803, 0.975, 2.204,99.999,0
2785,13985,20.516,0.0927,19.731,0.1321,19.264,0.0436,0.880,-1.119,-0.030, 0.982,-0.037,99.999,0
2786, 5714,19.838,0.1955,18.423,0.0480,18.118,0.0572,1.405, 0.175, 1.468, 0.965, 1.775,99.999,0
2787,15447,19.043,0.1920,17.901,0.0353,17.718,0.0313,0.839,-0.058, 2.115, 0.989, 2.621,99.999,0
2788,17940,99.999,9.9999,21.321,0.6439,19.953,0.2363,1.465, 0.966, 0.297, 0.812, 0.302,99.999,0
2789,15839,18.400,0.1024,17.332,0.0581,17.090,0.0254,0.952, 0.036, 2.704, 0.977, 3.312,99.999,0
2790,13129,18.067,0.0159,17.206,0.0204,16.787,0.0127,1.481, 0.391, 0.328, 0.968, 0.398,99.999,0
2791, 2729,20.111,0.1186,19.288,0.0707,19.177,0.0783,0.989,-0.009, 0.829, 0.968, 1.006,99.999,0
2792,10282,19.144,0.0835,18.569,0.0759,17.944,0.0345,1.069, 0.541, 1.492, 0.897, 1.677,99.999,0
2793, 3990,19.089,0.1401,18.013,0.0218,17.803,0.0214,0.838, 0.171, 1.342, 0.984, 1.655,99.999,0
2794, 2901,20.278,0.2143,19.423,0.1480,19.193,0.0436,0.872,-0.660, 0.668, 0.904, 0.757,99.999,0
2795, 9747,18.851,0.1103,18.125,0.0817,17.602,0.0301,1.152, 1.045, 2.748, 0.929, 3.201,99.999,0
2796,14162,19.045,0.2770,18.155,0.0303,18.023,0.0247,1.045, 1.363, 1.535, 0.970, 1.867,99.999,0
2797, 1064,19.547,0.2110,18.643,0.0455,18.436,0.0664,1.109, 2.246, 2.686, 0.871, 2.930,99.999,0
2798, 2337,21.230,0.1752,20.309,0.1651,18.738,0.1128,0.817, 0.018, 2.914, 0.918, 3.354,99.999,0
2799,17076,20.045,0.1796,19.455,0.0611,19.110,0.0475,0.821,-1.724, 0.357, 0.963, 0.431,99.999,0
2800, 5483,19.731,0.1489,18.771,0.0542,18.694,0.0904,0.998, 0.512, 1.786, 0.976, 2.186,99.999,0
2801, 1017,20.120,0.0598,19.109,0.0355,18.673,0.0163,0.785,-0.534,-0.210, 0.981,-0.259,99.999,0
2802, 5690,18.749,0.1247,17.770,0.0393,17.522,0.0196,1.006, 0.816, 1.403, 0.983, 1.729,99.999,0
2803,10769,20.276,0.2129,19.828,0.1212,19.316,0.0706,1.017,-0.526, 1.060, 0.916, 1.217,99.999,0
2804,11241,18.097,0.1093,17.182,0.0154,16.804,0.0267,1.192, 0.518, 2.787, 0.959, 3.351,99.999,0
2805,17522,20.121,0.2745,19.355,0.0719,18.652,0.0741,1.001, 0.177, 1.883, 0.949, 2.241,99.999,0
2806,13052,20.250,0.4092,19.232,0.1030,18.872,0.0584,0.793,-2.084, 1.574, 0.950, 1.874,99.999,0
2807, 3130,18.853,0.0335,17.788,0.0190,17.380,0.0160,0.927, 0.487, 0.873, 0.941, 1.029,99.999,0
2808,17488,18.436,0.1052,17.688,0.0197,17.551,0.0316,1.432, 3.285, 1.162, 0.942, 1.372,99.999,0
2809,14677,20.020,0.5257,18.895,0.0466,18.548,0.0407,0.830,-1.958, 1.060, 0.943, 1.252,99.999,0
2810,12056,18.527,0.0907,17.535,0.0795,17.306,0.0158,0.974, 0.700, 2.241, 0.980, 2.751,99.999,0
2811,  472,18.756,0.0470,17.868,0.0331,17.649,0.0256,1.312, 1.951, 0.649, 0.957, 0.779,99.999,0
2812, 1403,19.894,0.3467,18.773,0.0748,18.798,0.0714,1.225, 4.434, 1.352, 0.983, 1.666,99.999,0
2813,15995,19.595,0.1096,19.161,0.0597,18.966,0.0415,0.922, 2.832, 0.638, 0.986, 0.788,99.999,0
2814,17328,18.894,0.0803,18.241,0.0370,18.046,0.0168,1.085, 1.626, 0.109, 0.984, 0.134,99.999,0
2815, 8734,18.770,0.0936,18.052,0.0360,17.755,0.0196,1.099, 1.296, 0.509, 0.954, 0.609,99.999,0
2816,16750,19.248,0.2978,18.716,0.0266,18.686,0.0259,0.852, 0.434, 0.594, 0.966, 0.719,99.999,0
2817,16020,19.304,0.1390,18.368,0.0558,18.116,0.0215,0.749, 0.677, 1.157, 0.985, 1.429,99.999,0
2818,18862,99.999,9.9999,99.999,9.9999,18.099,0.0763,1.430, 3.624, 0.000, 0.000, 0.000,99.999,0
2819, 8137,19.126,0.0261,18.354,0.2982,17.996,0.0309,1.088, 0.145, 0.436, 0.953, 0.521,99.999,0
2820, 2839,20.081,0.1018,19.110,0.0755,18.922,0.0504,0.874,-0.790, 1.031, 0.918, 1.187,99.999,0
2821,14141,19.867,0.2485,19.140,0.1345,18.842,0.0304,0.967,-1.403, 0.943, 0.956, 1.129,99.999,0
2822,11725,20.151,0.1492,19.375,0.0649,18.949,0.0361,0.806, 1.369, 0.360, 0.947, 0.427,99.999,0
2823,18828,99.999,9.9999,99.999,9.9999,18.139,0.0499,0.950, 0.457, 0.000, 0.000, 0.000,99.999,0
2824, 9891,19.729,0.1294,18.797,0.1390,18.422,0.0214,0.959,-0.323, 0.813, 0.955, 0.973,99.999,0
2825,11162,20.203,0.0604,19.397,0.0598,18.745,0.0358,0.699,-0.136, 0.560, 0.954, 0.669,99.999,0
2826,12688,17.447,0.0357,16.685,0.0258,16.381,0.0157,1.721, 0.588, 1.327, 0.944, 1.571,99.999,0
2827, 7830,18.360,0.0683,17.741,0.1769,17.170,0.0426,1.431, 0.936, 2.531, 0.882, 2.797,99.999,0
2828, 5272,19.829,0.0528,18.979,0.0345,18.727,0.0445,0.939, 1.756, 1.238, 0.959, 1.489,99.999,0
2829,14877,19.582,0.3697,18.907,0.0316,18.821,0.0415,0.771,-0.078, 1.370, 0.982, 1.687,99.999,0
2830, 9333,18.315,0.0618,17.530,0.0264,17.261,0.0380,2.782, 3.565, 1.054, 0.925, 1.221,99.999,0
2831, 7511,19.228,0.0606,18.108,0.0265,17.880,0.0347,1.155, 0.391, 0.865, 0.938, 1.017,99.999,0
2832, 3322,19.293,0.0455,18.444,0.0588,18.294,0.0210,0.792, 1.074, 0.438, 0.987, 0.541,99.999,0
2833, 6129,19.604,0.0406,18.850,0.0544,18.754,0.0241,0.946,-0.453, 0.037, 0.969, 0.045,99.999,0
2834,12987,19.858,0.1596,18.781,0.0332,18.661,0.0219,1.010, 1.351, 0.023, 0.960, 0.028,99.999,0
2835, 5345,19.175,0.1198,18.340,0.0388,18.264,0.0441,0.978,-0.166, 1.558, 0.979, 1.912,99.999,0
2836,12444,19.154,0.0254,18.049,0.0220,17.989,0.0222,1.039, 1.202, 0.172, 0.972, 0.209,99.999,0
2837, 8421,20.309,0.2476,19.463,0.2273,18.790,0.0458,0.951,-2.907, 0.687, 0.944, 0.813,99.999,0
2838,13298,17.862,0.0577,16.857,0.0359,16.531,0.0228,1.129, 0.324, 2.795, 0.983, 3.444,99.999,0
2839, 9272,19.029,0.2330,18.283,0.0521,17.813,0.0484,1.993, 1.800, 0.091, 0.908, 0.103,99.999,0
2840,15532,18.260,0.1008,17.582,0.0459,17.272,0.0214,1.290, 1.039, 1.503, 0.943, 1.775,99.999,0
2841, 3846,99.999,9.9999,99.999,9.9999,17.983,0.0781,1.310, 1.964, 0.000, 0.000, 0.000,99.999,0
2842,  557,99.999,9.9999,99.999,9.9999,19.976,0.1724,0.938,-3.739, 0.740, 0.978, 0.907,99.999,0
2843,17143,19.794,0.4022,18.836,0.0463,18.695,0.0321,0.952, 2.848, 0.758, 0.993, 0.943,99.999,0
2844, 5748,20.386,0.2262,19.202,0.0496,19.273,0.0927,0.934,-1.545, 1.118, 0.888, 1.245,99.999,0
2845, 2727,20.184,0.2711,19.056,0.0455,19.098,0.0623,0.838,-0.556, 1.421, 0.941, 1.677,99.999,0
2846, 4455,19.403,0.2067,18.424,0.0317,18.177,0.0173,0.961,-0.087, 0.857, 0.971, 1.043,99.999,0
2847,10891,19.471,0.1593,18.810,0.0400,18.747,0.0585,0.920, 1.180, 0.270, 0.931, 0.316,99.999,0
2848, 9711,19.493,0.0786,18.369,0.0694,17.906,0.0257,1.019, 0.465, 0.735, 0.940, 0.866,99.999,0
2849,10607,19.031,0.0411,18.456,0.0379,18.398,0.0339,1.457, 2.847, 0.418, 0.955, 0.501,99.999,0
2850,12453,19.951,0.1467,19.203,0.2083,18.847,0.0279,0.846,-1.396, 0.608, 0.959, 0.730,99.999,0
2851, 6515,18.204,0.1092,17.367,0.0582,17.200,0.0127,0.920, 0.528, 1.287, 0.969, 1.563,99.999,0
2852, 6744,19.679,0.0823,18.709,0.0705,18.399,0.0546,1.176, 0.668, 1.518, 0.925, 1.760,99.999,0
2853, 2590,20.161,0.0677,19.394,0.1808,19.227,0.0569,0.837, 0.677, 0.371, 0.964, 0.448,99.999,0
2854, 9738,18.465,0.0401,17.618,0.0322,17.263,0.0223,1.410, 1.306, 0.477, 0.955, 0.571,99.999,0
2855,14454,19.090,0.1662,18.399,0.0511,18.269,0.0316,1.515, 2.677, 0.226, 0.949, 0.269,99.999,0
2856, 5274,20.704,0.3060,19.713,0.1224,19.320,0.0791,0.799,-3.109, 0.986, 0.936, 1.156,99.999,0
2857,18419,18.383,0.2055,17.491,0.0228,17.181,0.0335,1.469, 0.237, 1.895, 0.975, 2.315,99.999,0
2858,15391,20.455,0.2532,19.721,0.0747,19.700,0.0812,0.976,-3.740, 0.388, 0.867, 0.422,99.999,0
2859,10530,99.999,9.9999,99.999,9.9999,20.657,0.1521,0.946,-6.369, 0.182, 0.910, 0.208,99.999,0
2860,13096,20.232,0.1024,20.097,0.1558,19.732,0.1547,0.790,-3.694, 1.375, 0.900, 1.551,99.999,0
2861, 1331,18.958,0.0721,18.171,0.3080,17.669,0.0267,1.397, 2.115, 1.093, 0.887, 1.215,99.999,0
2862, 9811,19.448,0.1248,18.654,0.0331,18.250,0.0240,0.886,-0.179, 1.074, 0.939, 1.264,99.999,0
2863, 5660,18.809,0.0332,17.832,0.0483,17.807,0.0557,1.368, 2.711, 1.655, 0.958, 1.986,99.999,0
2864, 1823,19.476,0.0934,18.465,0.0264,18.402,0.0418,0.855, 0.882, 1.638, 0.945, 1.941,99.999,0
2865, 8575,19.213,0.0500,18.084,0.2174,17.632,0.0301,1.034, 0.332, 1.673, 0.947, 1.985,99.999,0
2866, 5159,99.999,9.9999,20.755,0.1916,19.897,0.1376,0.821,-5.847, 0.721, 0.860, 0.778,99.999,0
2867,17860,18.752,0.0663,17.955,0.0261,17.564,0.0160,0.988, 0.363, 0.361, 0.939, 0.425,99.999,0
2868, 8593,19.846,0.2279,19.230,0.1246,18.989,0.0423,0.918, 2.649, 0.641, 0.920, 0.738,99.999,0
2869, 9138,19.253,0.0552,18.516,0.0268,18.283,0.0278,1.049, 1.655, 0.190, 0.959, 0.229,99.999,0
2870,10631,20.716,0.1253,20.283,0.0836,19.759,0.0572,0.799,-0.538, 0.296, 0.916, 0.340,99.999,0
2871,18145,20.121,0.1184,19.735,0.1230,18.891,0.0833,1.048, 2.127, 0.611, 0.938, 0.718,99.999,0
2872, 5467,20.570,0.2860,19.676,0.0591,19.500,0.0869,0.738,-0.954, 0.906, 0.940, 1.067,99.999,0
2873,18329,19.132,0.1088,99.999,9.9999,17.963,0.0481,1.491,-0.173, 0.654, 0.917, 0.751,99.999,0
2874, 4746,18.182,0.0725,17.529,0.0720,17.369,0.0411,1.683, 2.712, 1.607, 0.973, 1.961,99.999,0
2875, 7675,19.020,0.1583,18.185,0.0926,18.013,0.0293,1.112, 2.442, 1.076, 0.987, 1.331,99.999,0
2876,17093,18.834,0.0416,18.087,0.0265,17.631,0.0259,0.976, 0.058, 1.181, 0.981, 1.452,99.999,0
2877,17279,19.966,0.8616,19.227,0.3764,19.000,0.0643,0.726,-1.857, 2.592, 0.961, 3.121,99.999,0
2878,11737,19.510,0.1440,18.553,0.0298,18.202,0.0329,0.820,-0.224, 1.016, 0.938, 1.194,99.999,0
2879, 7630,19.814,0.1252,18.989,0.2137,18.802,0.0446,1.083, 1.256, 0.627, 0.878, 0.690,99.999,0
2880,16240,20.398,0.4727,19.746,0.0726,19.400,0.0703,0.741,-2.471, 1.352, 0.944, 1.601,99.999,0
